ID,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
W5423,38.0,42,8.5,5.0,clear,1017.65,10,Autumn,7.0,mountain,Sunny
W8010,10.0,51,3.0,48.0,partly cloudy,1018.09,4,Autumn,8.5,mountain,Cloudy
W12048,28.0,94,18.5,53.0,partly cloudy,1013.67,0,Autumn,3.0,inland,Rainy
W5781,26.0,63,10.0,25.0,overcast,1004.0,2,Autumn,6.0,coastal,Cloudy
W12541,21.0,61,15.5,58.0,overcast,1016.19,3,Autumn,1.0,coastal,Rainy
W3786,20.0,89,17.0,96.0,partly cloudy,1012.81,5,Winter,9.0,inland,Cloudy
W4425,11.0,78,13.5,36.0,partly cloudy,1004.15,2,Spring,6.5,inland,Cloudy
W3602,32.0,79,10.0,33.0,partly cloudy,1010.21,1,Winter,7.5,coastal,Cloudy
W2818,14.0,75,7.0,97.0,overcast,1017.34,3,Autumn,3.0,coastal,Rainy
W4390,12.0,72,20.0,101.0,partly cloudy,1008.99,8,Winter,12.5,coastal,Cloudy
W11175,24.0,99,15.5,68.0,overcast,997.86,2,Autumn,2.0,coastal,Rainy
W11843,37.0,22,4.0,12.0,clear,1012.59,5,Winter,10.0,inland,Sunny
W10786,32.0,78,10.5,102.0,overcast,1000.94,2,Autumn,6.0,mountain,Cloudy
W4805,25.0,69,4.0,21.0,partly cloudy,1011.26,1,Autumn,5.0,coastal,Cloudy
W8161,33.0,64,12.0,75.0,partly cloudy,1019.16,1,Summer,3.5,mountain,Rainy
W8802,17.0,60,9.5,99.0,partly cloudy,995.16,0,Winter,2.5,mountain,Rainy
W10006,13.0,55,9.5,36.0,overcast,1005.56,3,Summer,8.5,coastal,Cloudy
W1666,22.0,51,7.0,27.0,partly cloudy,1014.24,3,Autumn,5.0,inland,Cloudy
W6677,28.0,68,12.0,19.0,overcast,1018.34,3,Spring,5.5,inland,Cloudy
W4347,29.0,43,8.0,16.0,partly cloudy,1019.55,10,Summer,6.5,coastal,Sunny
W1503,46.0,81,20.5,107.0,partly cloudy,1005.27,14,Summer,4.0,inland,Cloudy
W6979,23.0,78,11.0,38.0,partly cloudy,1000.22,3,Winter,5.5,coastal,Cloudy
W2374,20.0,72,8.5,59.0,overcast,990.14,2,Autumn,1.0,inland,Rainy
W161,18.0,88,15.5,88.0,overcast,997.61,1,Winter,3.5,inland,Rainy
W10022,21.0,93,12.5,50.0,overcast,1009.74,1,Autumn,2.0,inland,Rainy
W2449,48.0,42,8.0,83.0,partly cloudy,1069.74,7,Summer,0.5,mountain,Snowy
W9697,58.0,96,11.0,92.0,clear,1021.48,0,Autumn,6.0,inland,Sunny
W12141,26.0,50,6.5,16.0,clear,1025.35,10,Autumn,9.5,inland,Sunny
W9910,18.0,52,6.5,44.0,partly cloudy,1010.98,3,Spring,8.0,inland,Cloudy
W10461,-12.0,71,17.0,107.0,partly cloudy,996.07,8,Winter,2.5,mountain,Snowy
W11208,23.0,95,9.5,65.0,overcast,1014.44,1,Winter,1.5,inland,Rainy
W12812,26.0,98,11.0,64.0,partly cloudy,993.19,0,Summer,2.0,coastal,Rainy
W78,28.0,68,18.0,90.0,overcast,992.83,3,Winter,5.0,mountain,Rainy
W11757,41.0,26,2.5,1.0,clear,1021.79,9,Spring,9.0,mountain,Sunny
W2441,35.0,29,9.5,9.0,clear,1022.77,5,Winter,7.0,inland,Sunny
W3376,62.0,101,19.5,77.0,overcast,1006.98,9,Spring,3.0,mountain,Cloudy
W10482,24.0,31,0.5,11.0,partly cloudy,1014.4,9,Winter,8.5,coastal,Sunny
W10476,27.0,105,12.0,103.0,clear,1028.21,3,Winter,7.0,coastal,Sunny
W5184,34.0,31,0.5,10.0,clear,1013.2,8,Summer,7.5,inland,Sunny
W9244,41.0,88,2.0,92.0,clear,1022.1,13,Spring,5.5,coastal,Sunny
W79,33.0,62,10.0,83.0,partly cloudy,1009.48,1,Summer,3.5,inland,Rainy
W2146,-1.0,66,15.0,56.0,overcast,988.43,0,Winter,1.5,inland,Snowy
W8945,43.0,51,6.5,0.0,partly cloudy,1028.33,11,Winter,10.0,inland,Sunny
W9514,49.0,43,14.5,35.0,overcast,1037.61,7,Autumn,15.5,coastal,Sunny
W10360,18.0,55,11.0,34.0,partly cloudy,1003.46,1,Summer,7.0,inland,Cloudy
W6767,3.0,81,7.0,76.0,overcast,995.79,1,Winter,2.5,inland,Snowy
W3347,30.0,64,8.0,91.0,overcast,1016.11,0,Autumn,3.0,coastal,Rainy
W3129,31.0,22,3.0,12.0,clear,1026.64,11,Winter,8.0,coastal,Sunny
W5759,31.0,76,10.5,64.0,overcast,990.23,1,Autumn,2.0,coastal,Rainy
W9261,29.0,71,16.0,86.0,overcast,1007.09,1,Summer,2.0,mountain,Rainy
W3477,34.0,38,5.0,13.0,clear,1021.71,10,Winter,7.0,coastal,Sunny
W2551,-3.0,76,17.0,87.0,partly cloudy,998.66,1,Winter,3.5,inland,Snowy
W8380,-11.0,72,4.5,68.0,cloudy,853.03,14,Autumn,19.0,mountain,Sunny
W4515,29.0,96,17.5,54.0,overcast,991.48,1,Summer,5.0,coastal,Rainy
W11810,16.0,77,13.5,34.0,partly cloudy,1001.51,3,Summer,8.5,mountain,Cloudy
W12779,22.0,78,11.0,39.0,overcast,1005.32,4,Summer,8.0,coastal,Cloudy
W3938,30.0,93,26.5,79.0,partly cloudy,1015.11,11,Autumn,1.5,coastal,Cloudy
W3449,-4.0,92,18.5,70.0,overcast,982.16,0,Winter,4.0,inland,Snowy
W1996,21.0,43,0.0,6.0,clear,1015.69,10,Summer,7.0,coastal,Sunny
W11179,34.0,40,5.0,5.0,clear,1018.37,9,Autumn,7.0,inland,Sunny
W8649,33.0,67,1.5,41.0,overcast,1015.13,2,Autumn,5.0,coastal,Cloudy
W10752,26.0,51,13.5,37.0,overcast,1003.62,2,Autumn,6.0,coastal,Cloudy
W9496,23.0,63,6.5,8.0,clear,1019.35,10,Autumn,6.5,mountain,Sunny
W5245,24.0,94,9.0,86.0,overcast,1000.08,2,Summer,4.5,inland,Rainy
W8173,35.0,51,1.0,16.0,partly cloudy,1027.26,10,Winter,9.5,coastal,Sunny
W10670,17.0,66,6.0,98.0,overcast,991.3,1,Autumn,4.0,mountain,Rainy
W117,22.0,69,1.0,19.0,partly cloudy,1011.5,2,Autumn,6.0,mountain,Cloudy
W2360,71.0,106,9.5,83.0,clear,1013.56,11,Summer,12.0,coastal,Sunny
W884,47.0,106,5.5,104.0,clear,1027.75,12,Autumn,4.0,coastal,Sunny
W690,25.0,51,3.5,6.0,clear,1021.18,10,Winter,7.5,mountain,Sunny
W7112,36.0,23,4.5,0.0,clear,1016.42,6,Spring,9.0,mountain,Sunny
W6571,-3.0,98,6.0,99.0,overcast,982.6,0,Winter,5.0,mountain,Snowy
W4035,29.0,42,2.0,0.0,partly cloudy,1011.77,9,Winter,9.5,mountain,Sunny
W12125,18.0,90,10.0,109.0,overcast,1002.28,14,Spring,4.0,inland,Cloudy
W5896,17.0,70,5.5,16.0,partly cloudy,1014.79,1,Summer,7.0,inland,Cloudy
W7269,14.0,71,5.5,32.0,partly cloudy,1011.82,1,Winter,6.0,inland,Cloudy
W67,25.0,89,1.5,87.0,partly cloudy,1017.16,11,Summer,6.5,mountain,Sunny
W2163,32.0,74,9.5,39.0,partly cloudy,1003.85,2,Autumn,6.0,inland,Cloudy
W2926,-7.0,90,17.5,69.0,overcast,993.98,0,Winter,3.0,mountain,Snowy
W10796,13.0,91,11.0,92.0,overcast,1001.67,8,Spring,7.5,inland,Cloudy
W166,35.0,49,9.0,14.0,clear,1010.52,10,Autumn,7.0,coastal,Sunny
W12548,12.0,79,4.0,16.0,overcast,1005.44,2,Autumn,5.0,coastal,Cloudy
W1509,10.0,97,6.0,94.0,overcast,1002.36,0,Autumn,4.5,mountain,Rainy
W8562,22.0,26,6.5,12.0,clear,1022.85,6,Spring,7.5,inland,Sunny
W8553,26.0,70,4.0,13.0,partly cloudy,1014.35,2,Spring,6.0,mountain,Cloudy
W9051,2.0,68,6.5,81.0,overcast,984.78,0,Winter,3.5,inland,Snowy
W1910,18.0,88,7.0,65.0,overcast,995.42,2,Summer,2.0,coastal,Rainy
W10743,15.0,61,10.5,29.0,partly cloudy,1001.19,3,Spring,7.0,mountain,Cloudy
W620,36.0,33,8.5,2.0,partly cloudy,1025.96,6,Summer,9.0,coastal,Sunny
W13087,17.0,87,6.0,97.0,partly cloudy,1005.5,3,Summer,4.0,inland,Rainy
W606,-3.0,99,5.0,87.0,partly cloudy,987.24,1,Winter,3.0,inland,Snowy
W4058,13.0,76,5.0,25.0,overcast,1012.81,3,Autumn,8.5,mountain,Cloudy
W4724,35.0,57,6.0,19.0,clear,1010.53,10,Autumn,10.0,inland,Sunny
W5040,42.0,23,1.0,8.0,clear,1015.73,7,Winter,5.5,inland,Sunny
W1046,33.0,46,2.5,11.0,partly cloudy,1021.87,6,Autumn,6.0,mountain,Sunny
W9927,15.0,90,11.0,57.0,partly cloudy,1012.32,3,Winter,5.0,coastal,Rainy
W3816,31.0,76,16.5,58.0,overcast,1018.98,3,Winter,3.0,mountain,Rainy
W6854,1.0,98,6.5,96.0,partly cloudy,986.88,0,Winter,4.5,mountain,Snowy
W4289,33.0,62,5.0,46.0,partly cloudy,1017.42,1,Autumn,6.5,coastal,Cloudy
W364,36.0,66,2.0,13.0,clear,1010.25,6,Summer,6.5,inland,Sunny
W17,30.0,27,7.0,13.0,partly cloudy,1016.38,5,Spring,7.5,inland,Sunny
W1763,31.0,60,8.5,30.0,partly cloudy,1001.67,2,Summer,6.5,inland,Cloudy
W7707,21.0,66,4.5,47.0,overcast,1002.76,3,Summer,7.0,coastal,Cloudy
W6737,46.0,100,13.0,96.0,partly cloudy,1025.07,0,Summer,5.0,inland,Sunny
W6477,11.0,73,9.5,39.0,overcast,1019.63,2,Spring,8.0,mountain,Cloudy
W9169,26.0,54,15.0,32.0,overcast,1003.62,4,Autumn,5.0,inland,Cloudy
W8814,15.0,50,6.5,71.0,cloudy,1139.9,9,Autumn,18.0,coastal,Cloudy
W11633,60.0,108,20.5,76.0,partly cloudy,1010.49,0,Autumn,6.5,inland,Sunny
W2355,26.0,78,12.5,91.0,partly cloudy,1002.69,0,Winter,3.5,coastal,Rainy
W2147,26.0,32,9.5,7.0,clear,1017.0,6,Summer,6.5,coastal,Sunny
W7226,34.0,72,11.0,31.0,partly cloudy,1014.53,2,Spring,9.0,coastal,Cloudy
W9636,33.0,61,6.0,32.0,overcast,1005.61,1,Autumn,5.5,inland,Cloudy
W4627,36.0,49,8.0,3.0,clear,1027.76,9,Winter,9.0,inland,Sunny
W3731,51.0,86,3.0,79.0,partly cloudy,1029.16,11,Spring,1.0,coastal,Sunny
W12633,41.0,45,7.5,7.0,clear,1023.31,6,Spring,7.5,inland,Sunny
W495,4.0,62,7.0,68.0,overcast,991.16,0,Winter,4.0,mountain,Snowy
W10427,31.0,51,9.5,44.0,partly cloudy,1017.77,3,Summer,5.0,mountain,Cloudy
W841,30.0,61,10.5,28.0,overcast,1009.71,3,Autumn,8.0,inland,Cloudy
W7671,76.0,104,2.5,90.0,clear,1011.37,5,Winter,11.0,coastal,Sunny
W6987,-14.0,60,12.5,14.0,overcast,1135.34,13,Spring,14.5,mountain,Rainy
W9324,11.0,55,7.5,48.0,overcast,1004.88,4,Winter,7.5,inland,Cloudy
W1780,19.0,102,13.0,80.0,clear,1013.43,12,Summer,2.0,mountain,Sunny
W5068,34.0,24,1.5,5.0,clear,1023.3,11,Winter,6.5,coastal,Sunny
W1703,32.0,34,2.5,10.0,clear,1018.8,11,Autumn,9.5,mountain,Sunny
W5396,3.0,70,11.0,88.0,overcast,981.38,0,Winter,4.0,inland,Snowy
W9172,38.0,29,8.5,0.0,partly cloudy,1025.46,5,Winter,9.5,inland,Sunny
W8934,33.0,53,7.0,18.0,partly cloudy,1018.99,3,Summer,8.0,mountain,Cloudy
W11866,-1.0,72,0.0,54.0,partly cloudy,984.01,0,Winter,3.5,mountain,Snowy
W12955,42.0,46,1.5,17.0,clear,1027.71,6,Spring,5.5,mountain,Sunny
W8650,22.0,93,5.5,70.0,overcast,1014.93,0,Winter,3.5,mountain,Rainy
W10124,66.0,83,16.0,70.0,partly cloudy,1019.52,12,Summer,6.5,mountain,Sunny
W4628,32.0,63,2.5,48.0,partly cloudy,1010.15,2,Winter,8.5,coastal,Cloudy
W12356,37.0,57,9.0,3.0,partly cloudy,1020.73,11,Winter,7.5,coastal,Sunny
W9749,30.0,44,5.5,13.0,clear,1011.89,5,Summer,8.0,inland,Sunny
W2543,24.0,73,7.5,104.0,clear,1016.74,7,Spring,9.0,inland,Sunny
W10013,20.0,61,5.5,46.0,overcast,1007.32,4,Winter,6.5,inland,Cloudy
W1681,5.0,57,6.5,72.0,partly cloudy,1135.48,4,Winter,6.5,coastal,Cloudy
W5941,21.0,29,7.0,10.0,clear,1016.67,8,Summer,9.0,coastal,Sunny
W12158,13.0,68,7.0,10.0,overcast,1013.89,3,Spring,5.5,inland,Cloudy
W5224,30.0,61,6.0,57.0,overcast,1011.68,3,Winter,1.5,inland,Rainy
W6416,2.0,91,2.5,51.0,overcast,996.72,0,Winter,1.5,mountain,Snowy
W3851,32.0,97,19.0,77.0,partly cloudy,994.82,1,Summer,1.0,coastal,Rainy
W11367,33.0,74,12.5,107.0,clear,1010.28,12,Autumn,6.0,mountain,Sunny
W8507,40.0,32,7.5,7.0,partly cloudy,1027.99,6,Spring,8.0,mountain,Sunny
W263,44.0,94,9.0,109.0,clear,1024.46,2,Spring,6.5,coastal,Sunny
W4999,23.0,59,2.0,43.0,partly cloudy,1012.12,3,Winter,6.0,mountain,Cloudy
W4968,-6.0,68,4.5,71.0,overcast,985.11,0,Winter,2.5,inland,Snowy
W9518,32.0,73,11.0,106.0,overcast,1006.94,9,Spring,3.5,mountain,Cloudy
W2368,32.0,42,4.0,6.0,partly cloudy,1017.12,5,Summer,6.5,coastal,Sunny
W10788,40.0,46,6.5,15.0,clear,1016.72,11,Autumn,7.0,mountain,Sunny
W11061,25.0,94,16.5,97.0,overcast,1019.55,0,Autumn,1.0,inland,Rainy
W9335,18.0,49,8.0,96.0,overcast,1194.97,11,Spring,15.5,mountain,Sunny
W2799,25.0,81,16.5,77.0,partly cloudy,1013.95,2,Autumn,5.0,mountain,Rainy
W10676,28.0,81,6.5,99.0,partly cloudy,1013.51,3,Winter,3.5,coastal,Rainy
W10897,45.0,95,2.5,84.0,clear,1010.47,8,Summer,3.5,mountain,Sunny
W7861,25.0,103,17.5,85.0,clear,1019.65,7,Autumn,6.0,inland,Sunny
W1701,39.0,55,7.5,0.0,clear,1011.05,5,Summer,7.0,inland,Sunny
W11823,14.0,60,3.0,36.0,partly cloudy,1006.91,1,Winter,6.0,inland,Cloudy
W4659,19.0,67,0.0,47.0,partly cloudy,1012.54,2,Summer,6.0,inland,Cloudy
W11316,-4.0,95,8.5,63.0,overcast,989.79,1,Winter,1.5,inland,Snowy
W6061,4.0,30,3.0,31.0,partly cloudy,1015.74,1,Autumn,4.5,coastal,Cloudy
W2377,-16.0,78,1.0,69.0,overcast,982.27,9,Winter,17.0,inland,Cloudy
W4899,2.0,91,4.5,50.0,overcast,992.8,0,Winter,3.5,inland,Snowy
W2916,11.0,72,8.5,38.0,overcast,1006.98,3,Winter,8.0,inland,Cloudy
W8820,21.0,67,5.5,41.0,partly cloudy,1009.92,4,Autumn,8.5,mountain,Cloudy
W6074,22.0,64,8.5,0.0,clear,1011.35,9,Summer,8.5,mountain,Sunny
W10606,25.0,43,9.0,5.0,clear,1017.9,8,Winter,9.0,inland,Sunny
W9669,40.0,59,1.5,12.0,clear,1019.86,9,Spring,9.0,coastal,Sunny
W5231,35.0,101,22.5,98.0,overcast,1003.58,12,Winter,4.5,coastal,Cloudy
W3899,0.0,56,10.0,37.0,cloudy,1147.58,3,Winter,1.0,coastal,Sunny
W7030,13.0,61,8.0,93.0,partly cloudy,1006.88,2,Autumn,4.5,inland,Rainy
W5137,33.0,67,2.5,15.0,clear,1012.0,6,Autumn,6.0,mountain,Sunny
W6777,19.0,88,13.0,79.0,overcast,995.25,1,Spring,4.0,coastal,Rainy
W10392,29.0,46,2.0,19.0,clear,1027.65,11,Autumn,5.5,coastal,Sunny
W7285,33.0,67,19.5,65.0,overcast,995.78,2,Spring,4.0,coastal,Rainy
W9494,29.0,31,6.0,0.0,clear,1027.93,5,Summer,10.0,coastal,Sunny
W8276,29.0,37,6.0,13.0,partly cloudy,1016.82,8,Spring,5.5,mountain,Sunny
W7912,14.0,55,8.5,44.0,partly cloudy,1019.66,4,Summer,8.5,mountain,Cloudy
W13064,23.0,74,5.0,20.0,partly cloudy,1015.39,2,Autumn,8.0,inland,Cloudy
W4858,20.0,63,3.5,19.0,clear,1029.7,9,Autumn,7.5,inland,Sunny
W2086,44.0,48,4.0,17.0,partly cloudy,1027.7,6,Autumn,5.5,mountain,Sunny
W4703,37.0,77,17.0,98.0,overcast,1017.04,4,Autumn,0.0,inland,Rainy
W2701,22.0,62,18.5,65.0,overcast,1018.26,2,Winter,4.0,inland,Rainy
W9179,26.0,76,2.0,29.0,overcast,1002.25,2,Winter,8.5,coastal,Cloudy
W10847,28.0,69,17.0,52.0,overcast,1013.8,3,Summer,4.5,coastal,Rainy
W2539,33.0,47,0.5,6.0,clear,1019.45,5,Autumn,8.5,mountain,Sunny
W9391,31.0,74,14.0,24.0,partly cloudy,1008.74,1,Summer,8.0,coastal,Cloudy
W10025,32.0,49,11.5,15.0,cloudy,1003.31,4,Summer,12.0,mountain,Rainy
W12016,34.0,70,14.5,57.0,overcast,995.6,2,Winter,4.0,inland,Rainy
W5681,14.0,60,1.5,35.0,partly cloudy,1013.94,1,Summer,6.5,mountain,Cloudy
W13130,14.0,51,0.5,14.0,partly cloudy,1017.63,4,Autumn,6.5,inland,Cloudy
W6306,32.0,57,8.5,43.0,partly cloudy,1002.45,2,Summer,7.0,inland,Cloudy
W4678,12.0,70,7.0,31.0,overcast,1019.02,2,Autumn,6.5,coastal,Cloudy
W10751,28.0,28,1.5,16.0,clear,1022.69,5,Winter,8.5,inland,Sunny
W3929,29.0,76,11.0,44.0,overcast,1017.03,2,Winter,6.5,mountain,Cloudy
W10671,23.0,56,5.5,15.0,partly cloudy,1009.52,4,Winter,7.0,mountain,Cloudy
W2754,30.0,99,17.0,77.0,overcast,1013.33,0,Summer,2.0,coastal,Rainy
W8171,30.0,38,0.5,14.0,partly cloudy,1020.62,11,Summer,8.5,inland,Sunny
W1270,-4.0,70,17.0,52.0,partly cloudy,980.7,0,Winter,4.0,mountain,Snowy
W8539,30.0,77,3.0,19.0,overcast,1006.16,3,Winter,6.0,inland,Cloudy
W2218,32.0,77,12.0,18.0,partly cloudy,1009.94,1,Summer,8.5,inland,Cloudy
W7857,39.0,58,1.5,10.0,partly cloudy,1020.14,5,Winter,9.0,mountain,Sunny
W10988,12.0,73,17.0,68.0,overcast,1011.77,1,Spring,5.0,mountain,Rainy
W4470,32.0,57,7.5,16.0,clear,1011.49,5,Spring,6.0,inland,Sunny
W3171,28.0,20,8.5,19.0,clear,1029.12,8,Winter,5.5,coastal,Sunny
W8580,30.0,53,0.5,30.0,partly cloudy,1000.77,1,Winter,7.5,mountain,Cloudy
W4142,17.0,65,11.0,37.0,partly cloudy,1017.68,4,Summer,8.5,coastal,Cloudy
W11013,-13.0,58,14.5,78.0,cloudy,1179.76,12,Autumn,9.0,inland,Rainy
W101,40.0,66,8.0,5.0,clear,1019.82,5,Autumn,5.5,mountain,Sunny
W8760,17.0,72,1.0,19.0,partly cloudy,1010.99,1,Winter,9.0,inland,Cloudy
W3931,31.0,67,8.0,92.0,partly cloudy,990.35,0,Spring,1.5,inland,Rainy
W2201,20.0,48,8.0,5.0,clear,1024.72,10,Autumn,7.5,coastal,Sunny
W5566,22.0,35,3.5,0.0,clear,1012.04,6,Spring,6.5,coastal,Sunny
W12992,17.0,95,6.5,107.0,clear,1028.12,14,Summer,8.5,mountain,Sunny
W12291,15.0,44,11.0,48.0,partly cloudy,974.99,10,Winter,13.5,inland,Cloudy
W10940,-8.0,67,5.0,92.0,overcast,988.19,1,Winter,1.5,mountain,Snowy
W1988,-10.0,35,2.0,98.0,overcast,974.79,13,Spring,4.5,mountain,Cloudy
W12485,16.0,73,37.5,94.0,partly cloudy,1002.36,7,Spring,0.5,inland,Rainy
W1744,46.0,38,8.0,39.0,overcast,804.35,10,Winter,14.0,inland,Sunny
W2925,24.0,59,10.5,28.0,partly cloudy,1008.83,1,Summer,7.0,inland,Cloudy
W2572,17.0,70,10.5,85.0,clear,1029.28,1,Spring,10.0,mountain,Sunny
W612,26.0,82,18.5,90.0,overcast,994.41,2,Spring,3.0,mountain,Rainy
W2751,32.0,54,14.0,28.0,overcast,1004.08,3,Winter,6.5,coastal,Cloudy
W10171,21.0,86,9.5,54.0,overcast,995.72,0,Spring,2.5,coastal,Rainy
W11186,23.0,90,11.0,61.0,overcast,1015.38,3,Spring,1.5,mountain,Rainy
W11350,47.0,94,11.5,109.0,clear,1024.61,3,Autumn,5.5,coastal,Sunny
W3699,19.0,61,4.5,13.0,partly cloudy,1016.97,1,Autumn,7.5,inland,Cloudy
W12711,43.0,47,1.5,81.0,partly cloudy,921.97,13,Spring,18.0,inland,Cloudy
W13046,41.0,43,0.5,3.0,partly cloudy,1018.47,10,Autumn,8.0,inland,Sunny
W8881,20.0,52,6.0,31.0,partly cloudy,1005.77,2,Summer,7.5,inland,Cloudy
W6232,26.0,107,8.0,89.0,partly cloudy,1007.39,14,Autumn,7.0,coastal,Cloudy
W6412,42.0,94,37.5,90.0,partly cloudy,1013.1,7,Summer,0.5,coastal,Rainy
W137,16.0,67,6.5,45.0,partly cloudy,1008.69,2,Summer,5.5,coastal,Cloudy
W1667,30.0,54,1.0,19.0,clear,1018.26,5,Winter,7.5,mountain,Sunny
W2912,23.0,56,3.5,24.0,overcast,1000.82,2,Autumn,9.0,inland,Cloudy
W8925,13.0,74,14.0,51.0,overcast,1019.53,2,Autumn,1.5,mountain,Rainy
W1652,11.0,72,1.0,46.0,overcast,1015.33,2,Winter,5.0,coastal,Cloudy
W5467,22.0,62,2.5,10.0,partly cloudy,1020.16,5,Spring,8.0,inland,Sunny
W1163,19.0,73,3.0,81.0,cloudy,877.77,0,Winter,1.0,coastal,Sunny
W11349,41.0,63,6.5,18.0,partly cloudy,1022.65,9,Spring,8.5,inland,Sunny
W8141,29.0,73,14.5,60.0,overcast,1011.14,1,Summer,1.5,inland,Rainy
W1202,21.0,79,11.5,13.0,partly cloudy,1009.44,3,Winter,6.5,inland,Cloudy
W2040,15.0,65,0.0,49.0,partly cloudy,1011.26,1,Summer,8.5,coastal,Cloudy
W10414,26.0,66,0.5,17.0,clear,1010.85,10,Spring,8.5,coastal,Sunny
W6156,73.0,108,12.0,80.0,partly cloudy,1013.13,10,Autumn,7.0,coastal,Sunny
W2070,44.0,34,7.0,15.0,clear,1012.12,10,Spring,9.5,coastal,Sunny
W2022,-9.0,65,13.5,85.0,partly cloudy,986.87,1,Winter,2.0,mountain,Snowy
W827,21.0,50,5.0,47.0,partly cloudy,1010.87,3,Winter,9.0,inland,Cloudy
W3406,12.0,76,0.5,15.0,partly cloudy,1008.33,1,Autumn,6.0,coastal,Cloudy
W12189,21.0,77,10.5,19.0,overcast,1002.73,2,Spring,6.0,coastal,Cloudy
W7477,28.0,79,21.0,83.0,partly cloudy,990.08,12,Spring,1.5,coastal,Rainy
W3769,22.0,67,11.0,61.0,overcast,998.45,1,Autumn,1.5,inland,Rainy
W3824,12.0,69,9.0,28.0,partly cloudy,1000.76,3,Winter,5.5,mountain,Cloudy
W4863,12.0,60,15.5,57.0,overcast,1013.2,2,Summer,4.5,mountain,Rainy
W5113,44.0,28,9.5,5.0,clear,1019.16,11,Winter,6.5,inland,Sunny
W4817,40.0,46,1.5,0.0,partly cloudy,1016.23,10,Winter,8.5,mountain,Sunny
W4373,16.0,60,19.5,83.0,overcast,1006.72,3,Autumn,1.0,coastal,Rainy
W10410,10.0,92,11.5,87.0,partly cloudy,1006.0,1,Winter,3.5,coastal,Rainy
W11268,17.0,72,4.5,31.0,partly cloudy,1009.84,2,Spring,5.0,coastal,Cloudy
W11375,30.0,63,0.0,48.0,partly cloudy,1007.46,3,Winter,9.0,coastal,Cloudy
W8734,41.0,46,1.0,15.0,clear,1024.94,9,Summer,6.5,mountain,Sunny
W5327,44.0,57,4.5,16.0,clear,1022.48,6,Winter,10.0,mountain,Sunny
W2670,13.0,72,9.0,33.0,overcast,1001.87,4,Autumn,6.0,coastal,Cloudy
W5337,-6.0,96,7.0,77.0,partly cloudy,982.31,0,Winter,5.0,mountain,Snowy
W2845,47.0,31,9.0,66.0,overcast,817.51,4,Summer,0.5,mountain,Cloudy
W12334,20.0,48,6.0,8.0,partly cloudy,1016.99,7,Winter,10.0,mountain,Sunny
W4583,-5.0,71,8.0,94.0,cloudy,825.1,11,Autumn,1.0,mountain,Rainy
W4097,32.0,27,4.5,17.0,partly cloudy,1017.61,5,Winter,7.5,coastal,Sunny
W11839,31.0,92,12.0,80.0,overcast,995.65,3,Summer,4.0,mountain,Rainy
W12251,16.0,46,11.5,19.0,overcast,1141.48,3,Winter,18.0,inland,Sunny
W10646,24.0,75,9.0,31.0,partly cloudy,1003.3,1,Spring,7.0,mountain,Cloudy
W12641,40.0,50,0.0,3.0,clear,1010.07,11,Autumn,9.5,inland,Sunny
W12664,17.0,77,3.0,41.0,partly cloudy,1006.91,1,Winter,8.5,coastal,Cloudy
W5705,71.0,101,26.0,78.0,partly cloudy,1018.54,11,Autumn,6.0,inland,Cloudy
W3138,20.0,32,6.0,4.0,partly cloudy,1023.03,9,Spring,8.5,inland,Sunny
W4540,32.0,84,23.0,109.0,partly cloudy,1002.02,13,Winter,7.0,mountain,Cloudy
W12382,15.0,62,6.5,24.0,partly cloudy,1014.04,3,Winter,9.0,coastal,Cloudy
W1954,63.0,70,22.5,81.0,partly cloudy,1015.23,2,Summer,8.5,mountain,Cloudy
W4918,43.0,47,6.0,8.0,clear,1021.76,11,Spring,7.0,coastal,Sunny
W1803,70.0,70,16.5,83.0,partly cloudy,1006.92,12,Winter,2.5,coastal,Cloudy
W1042,36.0,58,6.5,13.0,clear,1011.95,9,Autumn,8.5,inland,Sunny
W1297,27.0,51,9.0,4.0,clear,1010.29,8,Winter,7.0,mountain,Sunny
W1977,20.0,77,8.5,97.0,overcast,998.6,2,Autumn,3.5,coastal,Rainy
W11987,42.0,30,4.5,5.0,partly cloudy,1024.8,10,Summer,10.0,inland,Sunny
W5622,36.0,26,6.0,36.0,cloudy,883.59,13,Autumn,6.0,coastal,Rainy
W11763,35.0,59,10.0,14.0,clear,1013.84,7,Spring,9.0,mountain,Sunny
W12972,16.0,55,9.0,32.0,overcast,1004.62,2,Autumn,6.5,mountain,Cloudy
W11171,9.0,36,7.5,92.0,overcast,1097.35,11,Spring,6.5,mountain,Rainy
W4472,30.0,67,9.5,23.0,partly cloudy,1003.85,4,Spring,8.5,mountain,Cloudy
W3643,25.0,55,12.5,39.0,partly cloudy,1018.17,4,Autumn,8.0,inland,Cloudy
W11867,17.0,75,14.5,64.0,overcast,1004.49,1,Summer,4.0,coastal,Rainy
W3474,37.0,95,5.5,78.0,partly cloudy,1002.44,3,Autumn,8.5,mountain,Cloudy
W10580,44.0,40,4.0,7.0,clear,1028.11,9,Winter,9.0,coastal,Sunny
W7952,39.0,36,8.5,87.0,cloudy,1076.76,2,Spring,10.5,inland,Rainy
W9159,23.0,74,13.0,88.0,overcast,1011.64,0,Autumn,1.5,inland,Rainy
